ensembl_transcript_id	sym	ensembl_peptide_id	SRR3401749	SRR3401751	SRR3401745	SRR3401747	SRR3401746	SRR3401748	SRR3401750	SRR3401752	ERR7417863	ERR7417867	ERR7417864	ERR7417870	ERR7417865	ERR7417866	ERR7417869	ERR7417868	SRR22810193	SRR22810194	SRR22810191	SRR22810192	SRR22810189	SRR22810190	SRR11184908	SRR11184909	SRR11184911	SRR11184915	SRR11184916	SRR11184910	SRR11184912	SRR11184917	SRR11184918	SRR11184913	SRR11184914	SRR11184919	SRR11184920	SRR11184921	SRR10572658	SRR10572659	SRR10572660	SRR10572663	SRR10572664	SRR10572657	SRR10572661	SRR10572662	SRR3401399	SRR3401401	SRR5812574	SRR5812577	SRR5812581	SRR5812564	SRR5812565	SRR5812569	SRR5812580	SRR5812570	SRR5812573	SRR5812575	SRR5812576	SRR5812578	SRR5812579	SRR5812566	SRR5812571	SRR5812567	SRR5812568	SRR5812572	SRR18502223	SRR18502227	SRR18502237	SRR18502228	SRR18502231	SRR18502232	SRR18502238	SRR18502234	SRR18502235	SRR18502236	SRR18502224	SRR18502225	SRR18502226	SRR18502229	SRR18502230	SRR18502233
ENSCGRT00001000001	ENSCGRG00001000001	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000002	ENSCGRG00001000002	non-coding	622.293752	265.519073	220.385406	565.404357	517.700883	865.229588	694.557061	311.462123	198.891244	231.83792	208.748759	153.852744	155.078214	155.772067	175.264892	205.195595	28.563082	31.414882	52.468666	29.348556	48.654069	65.392409	366.290905	441.70237	350.660709	482.028349	437.85405	288.37167	357.338965	307.007894	582.405287	342.776211	323.897017	635.675364	373.779226	377.387225	390.9658	412.592909	411.834105	382.031219	330.096354	278.509416	381.492712	955.566805	220.384516	517.674389	244.724907	218.814137	239.691918	255.625718	226.821108	183.578301	240.119467	225.514754	279.309287	245.301535	215.956209	287.745485	283.723267	249.273198	231.576332	158.018895	144.550021	282.952231	551.37224	221.601028	180.707053	250.461875	226.178119	239.523087	248.228815	313.991525	209.572962	182.648353	748.577331	566.150706	776.427979	303.345113	224.227489	237.165836
ENSCGRT00001000003	ENSCGRG00001000003	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000004	ENSCGRG00001000004	non-coding	724.798448	381.048027	649.373658	555.77611	991.721233	628.449561	994.443602	350.03438	168.225515	343.740668	294.11404	189.148026	192.392094	204.705601	135.745305	148.125686	239.530153	215.015286	362.703147	253.291676	347.214076	372.42717	524.125838	632.841927	491.695116	598.898752	586.335017	477.437169	702.031619	614.693904	672.224444	674.582126	626.89479	547.726195	659.183697	706.478731	3778.646471	3558.523029	3496.890393	3621.958915	3017.950983	2898.945795	3285.590681	6384.953354	649.371963	991.67469	577.255767	603.454725	622.724223	539.035747	568.534099	316.131592	631.133014	583.923428	607.741306	568.005574	602.878238	665.072614	657.489323	537.370954	579.230898	305.28926	270.183797	594.522992	747.261451	345.157632	251.728702	383.943153	328.819469	280.73061	429.955235	407.222966	239.70226	300.933701	944.359174	775.382646	1007.763404	448.050675	408.405475	298.56057
ENSCGRT00001000005	ENSCGRG00001000005	non-coding	0	3.895087	0	0	0	0	0	4.209888	0	0	10.9226	0	5.872678	5.437571	0	0	0	0	30.649677	28.573364	0	0	0	0	0	0	0	0	3.232705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.748804	0	0	0	0	0	0	0	0	0	0	0	0	4.898894	0	0	0	0	0	0	0	0
ENSCGRT00001000006	ND1	ENSCGRP00001000001	8783.956687	7755.338206	6696.65067	7783.412183	6166.296867	8725.126778	10690.544976	8599.924964	1597.846101	2260.437785	2629.095466	1688.214526	1716.387499	1823.327997	1508.401252	1499.538927	3738.677087	3312.901597	3828.648065	3959.968179	4017.370454	4230.832055	10936.940389	12241.102965	10264.06545	9751.862615	9111.186233	10585.017645	10264.438317	9395.664595	8962.297786	9481.885143	9378.528999	5979.047352	9029.389098	8593.644382	350.107044	331.361074	387.489626	339.224249	304.464844	339.381322	307.241814	437.396156	6696.626334	6166.010088	6847.592825	6855.238226	6717.765771	6130.63192	6396.488705	7498.288429	6729.275496	6672.400365	6318.02648	6849.861555	6885.214977	6816.370616	6751.509483	6771.598828	6642.139984	7525.450151	7186.376241	6319.930353	4478.363526	4060.517118	3147.273308	4107.201083	3553.759416	3056.527137	4453.137967	4079.46475	3544.306209	3207.141822	4821.5494	4782.380483	5033.666174	5016.248564	3768.482688	3498.24127
ENSCGRT00001000007	ENSCGRG00001000007	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000008	ENSCGRG00001000008	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.404335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.228707	0	0	0	0	0	0	0	0
ENSCGRT00001000009	mt-Tm	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.676572	9.584644	1.77804	6.091336	6.558882	7.227418	5.833148	13.793095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000010	ND2	ENSCGRP00001000002	15163.617098	14558.240508	9134.909941	13470.020765	10750.067448	19511.814975	20295.279726	21941.516414	4088.442147	3450.641724	4271.054487	2397.651922	2403.291706	2375.307721	3701.258355	3875.484598	3300.37885	2734.550202	3235.32286	4141.609782	3573.687713	3917.167459	9597.886252	10894.617963	10568.979813	9509.778332	10543.606614	11533.236217	8308.308087	7863.5024	9606.528665	7445.129758	7846.266221	8215.6334	8700.453798	7522.971476	209.92989	198.208169	164.318235	199.610911	156.387009	187.934295	169.91026	270.02309	9134.877389	10749.627965	11079.256522	9209.191219	8825.664904	10414.331917	8985.965747	11485.717431	8881.82799	9864.952202	9501.807951	10998.290631	9191.405582	8828.529551	8771.9385	10488.073619	9828.262032	12344.712974	11684.589717	9450.314311	5111.074437	5574.940018	3904.909897	5892.013591	4639.948637	4168.662389	5047.620127	4911.70696	3832.644979	4122.487799	6392.847852	7183.441875	6654.207375	6003.962706	4809.546482	4492.904079
ENSCGRT00001000011	ENSCGRG00001000011	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.784037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000012	ENSCGRG00001000012	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000013	ENSCGRG00001000013	non-coding	0	0	4.765391	0	0	0	4.396733	0	0	14.699747	46.352018	25.455992	12.338697	40.296351	13.218877	27.306775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.787691	0	1.80649	2.043687	1.329488	0	0	0	4.803082	0	10.436169	10.081802	0	1.749782	3.579987	6.324589	0	0	0	0	9.635633	9.645355	0	0	10.159008	6.183937	3.47775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000014	ENSCGRG00001000014	non-coding	0	0	0	0	0	0	0	0	0	0	6.048538	0	6.504111	17.991632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.011575	0	10.951066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000015	ENSCGRG00001000015	non-coding	0	0	0	0	4.208361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.225659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000016	COX1	ENSCGRP00001000003	16822.443724	12715.943115	10652.795595	13172.008206	12445.282173	15793.398583	19915.620484	13509.941709	10963.982846	10873.386864	12368.356572	11090.571561	11010.645417	12408.679906	9799.522131	10404.78425	5840.105836	5168.054433	5188.264532	6191.347972	5177.092429	5703.075677	14851.625039	16784.9103	15338.615977	14835.935184	15462.763483	14969.021488	12493.075874	11126.29161	16633.934633	11933.217842	12226.430902	16303.206591	13907.643905	13219.883012	3523.364651	3372.567161	4214.934171	3578.830726	3073.771379	3448.975163	3223.653473	3591.890194	10652.767606	12444.699489	16868.959761	15188.798294	14518.119349	10502.90561	10221.782839	6748.902676	14647.160798	15742.555474	15605.052061	16814.911787	15243.892695	15391.999498	15298.762027	11251.526487	15707.685221	6580.873187	6110.026648	15594.409987	11998.501384	8899.298128	7518.989422	10183.708747	10239.15349	7504.81053	10664.479818	10347.739219	9495.400463	7194.597623	12637.696773	11402.422741	11990.480825	10915.96549	8347.087815	8821.084229
ENSCGRT00001000017	ENSCGRG00001000017	non-coding	0	0	0	0	0	0	0	0	0	0	5.941203	0	0	0	0	0	0	0	0	0	0	0	7.915749	0	3.626528	3.804088	5.946736	0	3.650865	0	0	3.258192	3.535202	3.123361	0	3.117031	3.558857	0	0	0	0	0	0	0	0	0	0	10.063558	0	0	0	0	0	0	0	0	9.685941	0	0	0	0	4.152734	0	0	0	0	0	0	0	0	6.19934	0	0	0	0	0	0	0	0	0
ENSCGRT00001000018	ENSCGRG00001000018	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000019	COX2	ENSCGRP00001000004	15395.168623	11826.253285	12698.600316	12071.496409	14776.654138	15628.040864	17222.015676	13883.658531	8679.264817	10160.66001	10512.75278	9668.88067	9693.848844	9526.564383	8214.512749	8465.957587	2493.318595	2207.452222	2664.055678	2938.630014	2756.227321	2972.59092	20495.361077	22948.923368	21763.762306	19590.916082	21020.3767	22286.480594	16149.634601	15326.873446	22783.662345	15903.606521	16602.575153	21317.142223	16911.469337	16227.953881	2524.694157	2393.819368	1869.664179	2551.421621	2188.05552	2453.816703	2158.701322	2259.049646	12698.276362	14776.800252	12672.335581	11257.872022	11802.052603	8187.072477	7438.751797	6545.228511	11824.773314	12033.169058	11935.026947	12598.313929	11279.097494	11811.409591	11589.470404	8226.46361	11986.055378	6672.060319	6286.263225	11778.735772	8944.254229	8223.994218	7048.187199	8483.686899	8045.947664	6831.006228	9211.104263	8696.421648	9458.178037	6976.279816	9561.658605	9797.496182	9819.998615	9634.709801	7364.005232	7584.195414
ENSCGRT00001000020	ENSCGRG00001000020	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000021	ATP8	ENSCGRP00001000005	43327.851739	35927.69693	33006.782096	33955.61611	56152.903817	48891.495894	51785.592826	43901.826276	16139.743454	11951.631515	13552.70894	16825.136042	16839.249124	12930.575889	15146.337561	14850.078817	18046.08423	13192.488261	12470.92954	32261.54011	19710.308726	22543.387311	3042.335517	3442.741494	3274.432302	2793.825825	3395.615076	4049.738475	2868.888543	2695.169234	3260.670751	2697.805589	2880.67412	2830.764518	3047.789158	3072.78309	1848.865668	1571.670208	29.441975	1853.504199	1554.4502	1651.947172	1616.119519	1821.327431	33018.120115	56144.059175	30838.211021	27955.794739	28331.052045	22999.953928	20779.873192	20172.096276	27850.515981	28138.854954	28354.793553	30359.917278	27779.293619	27575.365754	27751.047631	23572.247992	27927.175625	20830.926615	19827.76205	28291.488464	15086.798777	13490.539132	10231.089274	15171.237314	12068.611426	10629.465046	13864.911496	13023.241341	10209.029506	10425.257392	18352.523331	21379.84942	22761.729999	15001.713751	12353.889335	10084.289622
ENSCGRT00001000022	ATP6	ENSCGRP00001000006	12542.957398	11013.538936	9761.121923	10766.150227	15559.653287	13796.938174	15595.513304	13275.208142	10369.77577	9746.496982	10046.027327	10501.335548	11221.787591	11338.620435	9725.369108	9702.405579	7672.403069	6859.043982	8268.19482	8561.468147	8467.499548	9065.961014	21206.722715	23090.296326	24518.866046	20361.233288	20888.943797	26438.205083	20082.363642	20723.609229	24013.970067	19276.618581	22379.273741	20730.51021	23809.080294	22545.869562	745.542457	686.393424	775.121617	773.532721	674.398513	710.899597	689.808563	805.52915	9760.847166	15559.793694	17015.489956	15346.365504	15479.450403	14370.877556	12699.921444	12140.613659	15397.600377	16077.41267	15476.906189	16978.364299	15397.821986	15557.641726	15409.432656	14256.658456	15993.409022	13015.070176	11870.198592	15570.734535	9062.988885	6818.81231	4699.695668	7081.118082	6756.392807	5367.506824	6777.954906	6539.243852	7434.408578	5277.548886	8543.02399	8712.24887	9127.607995	7908.379173	5623.029603	5613.018175
ENSCGRT00001000023	COX3	ENSCGRP00001000007	20347.354436	15995.763982	13203.478656	16230.204378	22326.059655	21700.42243	24681.597362	18880.546415	11258.773052	11486.361382	11623.673418	12581.836826	12689.134186	13449.843311	10607.310823	10931.189669	4791.943431	4280.072625	5315.280604	5179.871145	5607.824966	5965.987587	14386.346273	15665.188017	14076.528149	15786.30743	16375.887797	14112.536103	11727.021591	10963.433083	16279.486392	11660.78288	11215.697468	14089.67158	12538.78174	11720.910313	605.571861	623.469166	856.197762	660.332952	569.418462	605.345262	613.380209	736.226441	13203.122719	22325.151572	14905.140115	14091.538853	14586.291975	10619.801614	10349.82939	9647.947084	14723.509717	14507.681328	14157.779678	14876.430939	14160.925309	14535.561926	14524.258999	11361.856551	14564.163343	9576.397644	9137.107917	14266.080485	9552.006479	8235.621701	6682.799877	8387.476822	7823.536984	6994.383985	8013.693639	7999.450675	8093.410083	6813.434349	9897.595454	9945.499912	9948.212481	8161.585842	7091.798636	7246.993558
ENSCGRT00001000024	ENSCGRG00001000024	non-coding	0	0	0	0	4.208361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.225659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000025	ND3	ENSCGRP00001000008	5004.560394	3160.732288	2913.050983	3449.564535	5320.506482	5059.208678	6653.292873	4600.15745	368.951411	555.672298	588.81302	480.888366	548.391857	510.44713	329.837152	322.79212	2744.770604	2358.211728	3055.534799	3106.713341	3259.738786	3495.918059	8945.535907	10449.039862	8690.094205	8612.742281	8355.840304	9748.776235	7159.679816	7158.428626	9354.318887	7084.74908	7815.674342	5147.539431	8006.791613	6935.217962	761.059784	734.305339	703.163533	833.128036	734.816764	694.264477	708.836025	811.423726	2912.867344	5321.8809	1857.602263	1776.389205	1745.930171	1512.031988	1508.683532	2009.221026	1741.158689	1812.26665	1641.230217	1930.017229	1835.041547	1750.129928	1725.111256	1604.417366	1786.036052	1936.463909	1931.194605	1664.251164	2489.629878	1998.177255	1821.62884	2205.296916	1757.4012	1699.202007	2202.706556	2019.915074	2532.402772	1806.052348	2684.537382	2699.292301	2915.724527	2500.498397	1980.240608	1824.912135
ENSCGRT00001000026	ENSCGRG00001000026	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000027	ND4L	ENSCGRP00001000009	14305.651413	10487.039311	7492.662424	10629.700601	12316.885186	16027.571982	18044.576699	15092.570816	6013.461831	4925.986613	5199.221278	7847.175766	8096.812393	7686.324556	5040.123484	5191.064879	12621.178317	10258.388913	11036.22147	14219.180737	12077.7979	13286.113588	21850.755154	23407.425591	19795.829195	22050.050906	20523.246176	21077.077145	18095.591358	18655.80023	17461.182179	20139.681996	18721.241917	12526.410094	21865.233455	20695.425326	1419.488517	1316.074333	1047.549041	1531.841707	1290.733544	1273.428416	1312.447439	1734.26291	7491.847111	12317.42689	13445.954308	12698.210162	11809.928181	6014.587675	5383.090502	5958.400288	12024.801146	12859.741938	12332.073117	13310.077157	13021.239243	12272.847235	12165.266187	5833.617017	12768.516048	5977.66981	5257.033243	12475.20616	4375.749182	5726.626538	4585.532574	5815.971676	4363.25365	3476.7236	6060.601524	5512.535466	2488.779434	3677.260934	6587.348889	7564.56714	6699.194942	7871.484187	6397.081195	5404.368777
ENSCGRT00001000028	ND4	ENSCGRP00001000010	7738.189362	6217.443419	4414.255338	6142.625734	7166.420952	8892.656712	9959.562799	8873.395115	4813.525263	4353.59666	4554.27599	6592.581217	6949.654064	6717.014355	4485.888743	4562.889447	4325.16267	3806.845848	4281.424407	4944.239623	4140.503279	4659.186581	7637.860717	8684.619273	6907.61803	8466.214292	8251.654205	7213.635611	6175.237127	6246.631149	7299.385484	6424.943313	6135.945577	4924.275823	7568.039012	6971.020393	599.873375	582.553177	560.755986	719.747099	601.563038	571.494201	588.989968	898.704421	4414.242796	7166.095124	9099.470468	8946.639553	8435.374988	6308.534525	5624.851188	6352.656014	8465.765757	9203.654127	8699.883677	9121.989505	9056.504777	8607.300458	8668.629757	5822.867739	9150.433353	6308.716195	5661.69472	8787.26972	3005.74455	3430.593016	2106.351554	3556.7193	2947.869201	2146.928463	2812.536745	2686.375593	2617.758286	2195.69308	3091.186836	3160.650524	3039.165419	4174.885732	3009.599768	2513.319745
ENSCGRT00001000029	ENSCGRG00001000029	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000030	ENSCGRG00001000030	non-coding	0	0	0	0	5.94594	7.184732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.424712	0	0	0	0	0	0	0	0	0	0	0	5.985343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.134974	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000031	ENSCGRG00001000031	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000032	ND5	ENSCGRP00001000011	3279.981363	2580.526423	2024.909598	2678.196429	2831.380821	3740.037141	4954.447759	3901.517918	864.907589	860.624823	924.819103	1021.534844	1045.590106	1024.487383	809.183801	861.430257	950.600942	888.578208	1016.665214	1124.681787	894.320175	1153.26093	3056.092033	3578.621434	2450.655813	3467.534978	3089.175804	2697.563669	2330.670938	2198.120166	2811.785713	2270.049483	2121.33728	1985.701534	2386.839113	2070.80978	331.456637	311.110944	190.90194	325.129977	257.418616	290.058848	282.159953	422.995617	2024.908621	2831.230727	2838.716891	2663.107911	2461.005939	2170.771964	2125.352339	2707.245109	2474.472902	2507.319632	2401.039361	2840.332496	2638.650752	2445.944943	2439.497908	2164.442283	2509.79427	2666.879052	2451.194508	2405.663685	1233.39358	1068.718872	792.643356	1061.669065	916.974389	783.670502	1028.492461	926.687861	646.507879	857.184683	1529.092061	1647.462326	1320.196065	1141.215392	1034.293658	845.280356
ENSCGRT00001000033	ND6	ENSCGRP00001000012	3243.505581	2659.890962	1890.645204	2730.71485	2660.039142	3968.545486	4893.955373	3690.984455	9.025177	36.336164	58.608925	12.634407	12.846542	12.729317	4.605654	9.730175	55.647792	53.637354	65.242989	67.615648	94.481769	59.604547	3801.248226	4328.754048	2631.668607	4958.363578	4122.122852	3025.678426	2416.008	2442.580402	3805.447108	2425.514391	2327.017716	2626.943206	2735.236555	2210.141127	120.869343	89.023145	102.340716	119.263562	87.260362	109.197888	101.636161	100.976868	1890.540376	2660.3872	267.278573	232.567462	226.248234	2718.622189	2867.717614	3705.122614	226.270942	182.015027	183.87374	257.481104	211.209793	225.168394	198.415989	2861.510028	190.009318	3464.853896	3311.409353	195.091388	1465.798688	1296.653629	1061.943605	1308.081376	1194.36539	996.601611	1464.475715	1251.947057	1313.014378	1149.670258	1665.938121	1789.554815	1665.734908	1424.102662	1230.903386	1126.505497
ENSCGRT00001000034	ENSCGRG00001000034	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000035	CYTB	ENSCGRP00001000013	8348.380453	6052.689662	5198.873375	6081.777288	9138.267817	12353.968059	11515.437682	11908.86531	4592.203077	4409.286044	4710.926602	4726.779933	4914.614897	5064.435115	4234.893089	4463.65556	5938.537518	5435.679761	6051.455045	6202.569804	6082.657725	6483.522241	8206.814819	9413.8451	9299.660278	9049.431257	9359.264028	8893.512126	5851.771374	5981.232646	10514.351339	6109.478157	5747.366931	8262.424051	6135.682968	5588.643969	532.634092	503.965537	563.211692	543.866456	467.726614	506.384714	500.911248	624.130954	5198.856354	9137.877427	9578.620976	8677.739171	8594.582463	6329.054161	5875.593857	7216.0285	8601.089473	8993.883536	8685.255002	9640.455745	8693.404241	8742.396496	8697.328648	6166.092676	8993.164003	7380.373428	6696.926667	8669.827053	4002.969307	3853.755452	2286.412768	4164.650205	3296.337557	2645.220008	2903.125978	3208.27097	2906.154747	2371.036512	3848.912555	4313.78626	3960.154291	4402.258099	3253.892601	2974.703342
ENSCGRT00001000036	ENSCGRG00001000036	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000037	ENSCGRG00001000037	non-coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCGRT00001000038	ENSCGRG00001000040	ENSCGRP00001000016	7.108495	10.559717	16.76053	9.191272	12.195183	8.082353	6.976991	8.447745	16.523939	20.033915	18.663921	18.283977	18.651548	20.103859	17.522448	18.174425	5.993531	6.463591	10.309035	6.057427	9.273774	10.36266	13.788154	14.856621	14.511206	14.970585	13.264248	15.166286	17.112802	15.076545	14.396571	14.915578	18.131479	14.148954	13.691442	14.830723	4.39457	4.613762	6.321085	4.330975	4.171411	4.704037	4.420398	4.459341	16.760497	12.194558	22.44784	23.066897	23.624118	30.162124	29.722911	60.874374	23.891661	22.850721	20.285112	21.256683	25.033303	22.230207	25.705869	28.984762	22.757321	59.776223	60.685536	21.445536	19.613522	14.56116	12.900736	13.889872	16.652853	13.854913	12.756828	13.785687	16.769357	12.263425	16.158875	15.838985	14.77346	12.910488	13.644047	13.501736
ENSCGRT00001000039	ENSCGRG00001000039	ENSCGRP00001000014	364.122292	303.383813	392.941545	283.060705	422.957268	268.575311	397.205446	282.615876	294.631375	309.496103	289.731012	307.354514	288.593222	306.275764	287.036147	296.49252	146.860448	145.058095	148.974262	137.128691	151.111995	148.823323	230.293649	222.466575	250.181	196.806473	194.285826	261.247459	236.007309	241.585409	236.772293	234.890674	248.508666	247.967258	250.989001	247.708862	91.406514	85.416141	90.270023	105.405237	95.630917	92.3636	99.973468	100.690533	392.940853	422.93515	236.955695	246.053926	287.577246	269.100966	273.077795	342.460294	284.063422	244.425752	229.36274	239.396422	249.984843	275.984227	268.8789	283.483874	247.315247	344.371998	352.738081	229.768726	457.401395	402.790321	381.098948	415.487009	433.533333	420.127955	399.178675	401.217062	540.664122	430.02825	451.238789	449.054839	476.86332	393.492293	379.471216	368.779088
ENSCGRT00001000040	Zfp449	ENSCGRP00001000015	7.886641	9.908277	9.339673	8.702776	8.053836	9.066569	7.061149	8.488369	11.693814	9.057176	8.29386	10.411762	11.281741	11.18321	10.864093	11.459879	2.788615	2.210593	3.51659	2.780385	3.563347	4.051724	5.004268	5.270049	3.693258	6.536012	5.479052	3.639053	5.161215	4.499182	4.260351	5.602544	4.638895	4.525874	4.374498	3.603015	3.589928	2.837069	3.99686	4.690472	3.427365	3.230992	3.485967	3.8219	9.339658	8.053408	14.300452	13.842179	12.832241	14.439487	12.034893	10.171012	12.619054	15.192411	13.646407	14.664285	13.498526	12.203924	12.49136	12.205657	13.709619	9.634951	9.466895	13.590133	8.329825	12.523542	9.14622	11.527951	9.807195	10.964928	7.828542	9.075312	7.120002	10.34021	7.952287	7.593236	8.736689	10.560798	10.722326	9.771931
